,prev_line,current_line,tone
7286,それ何?,豆腐ケーキよ食べる?,neutral
7287,豆腐ケーキよ食べる?,今夜は暇?,neutral
7288,今夜は暇?,ごめんフィービーと食事だ,neutral
7289,ごめんフィービーと食事だ,はだビーートフ時ィに,surprise
7290,はだビーートフ時ィに,今夜の? モニカが言ってた,neutral
7291,今夜の? モニカが言ってた,俺に説教したくせにデートする気か?,anger
7292,俺に説教したくせにデートする気か?,パパをなめとんのか,anger
7293,場所はここ?,僕はモテないよ,disgust
7294,僕はモテないよ,ダメ入らないで! ロスが裸だ,surprise
7295,お姉様のよ,私はエッチなの,sadness
7296,私はエッチなの,もしやそそられただたの?,neutral
7297,もしやそそられただたの?,レイチェルよ,neutral
7298,レイチェルよ,ここにいるとはね,surprise
7299,ここにいるとはね,気まずいとでも思った?全然平気よ,joy
7300,気まずいとでも思った?全然平気よ,じゃ0時までに帰すよ,neutral
7301,適役だったのに落ちた,この際自分で仕事を作ったらどう?,neutral
7302,この際自分で仕事を作ったらどう?,脚本を書けばいい,neutral
7303,脚本を書けばいい,グッドウィルハンティング連中みたいに,neutral
7304,グッドウィルハンティング連中みたいに,現実的に考えろ 書いたってあの連中が出演してくれるか?,sadness
7305,現実的に考えろ 書いたってあの連中が出演してくれるか?,俺が出演しよう,joy
7306,俺が出演しよう,それも手だ,neutral
7307,それも手だ,でも書けない俺は役者だ,sadness
7308,でも書けない俺は役者だ,書き方なんか知らないもん無理だよ,sadness
7309,書き方なんか知らないもん無理だよ,ひと肌脱ごう,neutral
7310,ひと肌脱ごう,僕が課題を出すよ,neutral
7311,僕が課題を出すよ,いい暇つぶしになる,neutral
7312,君の姉さんが同居人に申し込まない限りは一 君で決定だ,よかった,neutral
7313,謝ってスッキリしたよ 今後はバカをやったらきっちり謝ろう,しなきゃいいじゃん,neutral
7314,しなきゃいいじゃん,やって謝るのがいいの,neutral
7315,やって謝るのがいいの,質問があるの,sadness
7316,質問があるの,私が太ったら捨てる?,fear
7317,私が太ったら捨てる?,彼女とは別れたわ何キロ太ったの?,anger
7318,彼女とは別れたわ何キロ太ったの?,66キロもだ,disgust
7319,毎回唇だ 何で?何で唇なの?,フラニーだわ驚くかな,joy
7320,フラニーだわ驚くかな,失礼のないようにね 連れてきた責任がある,anger
7321,失礼のないようにね 連れてきた責任がある,兄さんのエロ本を母さんに見せた女よ,neutral
7322,兄さんのエロ本を母さんに見せた女よ,あのアマ,anger
7323,あのアマ,モニカどうして,surprise
7324,モニカどうして,ここにいるか?」 兄のお供よ悪い?,anger
7325,ここにいるか?」 兄のお供よ悪い?,やあおめでとう,neutral
7326,やあおめでとう,何で私だけ呼ばないの?,anger
7327,何で私だけ呼ばないの?,ジャマ者扱いするなんて私が何したっての?,anger
7328,ジャマ者扱いするなんて私が何したっての?,スチュアート!,anger
7329,スチュアート!,夫を知ってるわね,neutral
7330,夫を知ってるわね,お前が何したか知りたいね,neutral
7331,商売繁盛かい?,何で署に?,surprise
7332,何で署に?,罪を告発にきた,neutral
7333,罪を告発にきた,俺との遊びが不足した罪だ,neutral
7334,俺との遊びが不足した罪だ,何の用?,neutral
7335,何の用?,同棲計画を聞いたよその件で語り合いたい,neutral
7336,同棲計画を聞いたよその件で語り合いたい,男対俺で,neutral
7337,男対俺で,いいよ,neutral
7338,いいよ,まず気は確か? だって一緒に暮らすことになるんだぞ,surprise
7339,まず気は確か? だって一緒に暮らすことになるんだぞ,一緒にいると幸せだ,neutral
7340,一緒にいると幸せだ,怖いくせに,neutral
7341,怖いくせに,いや幸せだ,neutral
7342,君のために整理してる,ありがたいけど2人のケンカで引っ越しは中止よ,sadness
7343,ありがたいけど2人のケンカで引っ越しは中止よ,中止?それでも引っ越すよね?,surprise
7344,中止?それでも引っ越すよね?,私の部屋の使い道でもめたの,neutral
7345,私の部屋の使い道でもめたの,部屋1つで?,surprise
7346,部屋1つで?,2人に悪いけどここに移らずに済んだわ,joy
7347,2人に悪いけどここに移らずに済んだわ,その意味じゃ朗報だ,joy
7348,黙れ!,どこ行くの? 続きは?,surprise
7349,どこ行くの? 続きは?,もう2時半だ,sadness
7350,もう2時半だ,帰れよ!,anger
7351,帰れよ!,うちには長居するくせにねえ左手でやるから,anger
7352,うちには長居するくせにねえ左手でやるから,分かった 帰るわ,neutral
7353,分かった 帰るわ,帰るって 帰ったわ,neutral
7354,帰るって 帰ったわ,やるか?,neutral
7355,人が見てる,構うもんか!,anger
7356,構うもんか!,お願いもう行かせて,sadness
7357,お願いもう行かせて,靴はここだ,sadness
7358,靴はここだ,さよならチャンちゃん,sadness
7359,さよならチャンちゃん,レイチェルのと色違いだ,neutral
7360,この服は,フィービー染みが?,neutral
7361,私はできるけどママはダメよだからパパ譲りかと,これのこと?,neutral
7362,これのこと?,できるのね,surprise
7363,できるのね,できてない,neutral
7364,できてない,できるのはママだった 遺伝じゃない,neutral
7365,進展させたいってこと,何か,neutral
7366,何か,俺もトンネル抜けの経験はない女を1人に絞れなくて,neutral
7367,俺もトンネル抜けの経験はない女を1人に絞れなくて,でも恐怖には立ち向かうしかない,neutral
7368,でも恐怖には立ち向かうしかない,高所恐怖症ならビルに登れ,fear
7369,高所恐怖症ならビルに登れ,虫が怖けりゃ 一 捕まえろ,neutral
7370,虫が怖けりゃ 一 捕まえろ,深入りが怖いなら一 思い切ってどんどん深入りしろ,neutral
7371,深入りが怖いなら一 思い切ってどんどん深入りしろ,正論だわ,joy
7372,正論だわ,銃口をのぞき込め風上に小便しろ,joy
7373,銃口をのぞき込め風上に小便しろ,銃を向けられたら小便もらしまくるよ,fear
7374,この前の写真ができた,僕らがスケートしてる写真見ない?,joy
7375,僕らがスケートしてる写真見ない?,普段なら見たいがー 今はその気にならない,neutral
7376,普段なら見たいがー 今はその気にならない,変な男に撮らせた2人の写真は?,neutral
7377,変な男に撮らせた2人の写真は?,一番下かも ひどいわ私の胸しか写ってない,surprise
7378,一番下かも ひどいわ私の胸しか写ってない,やっぱ見る,joy
7379,やっぱ見る,顔もあるのよ ロス,anger
7380,顔もあるのよ ロス,これはいい写真よ クリスマスカードに使えそうだね,joy
7381,これはいい写真よ クリスマスカードに使えそうだね,ツリーがあって雪があってさ」,joy
7382,ツリーがあって雪があってさ」,今年はカードを出したいわ連名で出さない?,neutral
7383,今年はカードを出したいわ連名で出さない?,連名で人に送るわけ?,surprise
7384,連名で人に送るわけ?,仕事よ電話して,neutral
7385,今夜の食事は8時からだ,行けません 妻が仕事で,joy
7386,行けません 妻が仕事で,俺の女房は無職だったやつの言う母親業を除いて じゃ明日に延期しよう,neutral
7387,俺の女房は無職だったやつの言う母親業を除いて じゃ明日に延期しよう,明日も妻の都合が,neutral
7388,明日も妻の都合が,回T?,neutral
7389,回T?,準決勝なんです 芝ボーリングのトーナメントで,neutral
7390,準決勝なんです 芝ボーリングのトーナメントで,とんでもない,joy
7391,とんでもない,じゃなぜ断る?,neutral
7392,じゃなぜ断る?,理由はその 僕らは離婚しました 抱きしめて,sadness
7393,理由はその 僕らは離婚しました 抱きしめて,そうか実は別れを予感してたよ お前を見る彼女の目には愛がなかった,sadness
7394,そうか実は別れを予感してたよ お前を見る彼女の目には愛がなかった,あなたの首絞めて発散していい?」,anger
7395,あなたの首絞めて発散していい?」,俺が立ち直らせてやろう,neutral
7396,俺が立ち直らせてやろう,コートを着ろストリップへ繰り出すぞ,joy
7397,かわいいな天使みたいな顔だ おデブのエマの隣で,エマ眠ってて,neutral
7398,エマ眠ってて,あっち行け武器があるぞ!,anger
7399,あっち行け武器があるぞ!,俺だよそのゴムを下ろせ,neutral
7400,俺だよそのゴムを下ろせ,ハグジーの位置を直しに来てやった,neutral
7401,ハグジーの位置を直しに来てやった,ありがと起きたついでにトイレへ,neutral
7402,ありがと起きたついでにトイレへ,はいどうぞ 今に見てろ,neutral
7403,電話は?,ありません,sadness
7404,ありません,なぜ?どうしてこないの?,sadness
7405,なぜ?どうしてこないの?,すばらしい女性で気後れしたのかも,neutral
7406,すばらしい女性で気後れしたのかも,あなたは黙ってて,anger
7407,あなたは黙ってて,気を遣ってるんですわ 私の上司だから,neutral
7408,気を遣ってるんですわ 私の上司だから,なぜ気を遣うの?,surprise
7409,君が不機嫌なのはそのせい?,感傷がなさすぎよ,anger
7410,感傷がなさすぎよ,6年も同居したのに,anger
7411,6年も同居したのに,私たちの絆は弱いの?,anger
7412,私たちの絆は弱いの?,きずな,anger
7413,きずな,大したことないCが消えるだけだ,sadness
7414,大したことないCが消えるだけだ,誰がそう名付けた,anger
7415,なぜ急ぐの?,彼女と別れたって言ったけどー,neutral
7416,彼女と別れたって言ったけどー,やり直すことに,neutral
7417,やり直すことに,発見!,joy
7418,発見!,よかったね,joy
7419,よかったね,頑張って,neutral
7420,頑張って,レイチェル!,joy
7421,レイチェル!,留守電聞いた? 時間どおりだ,neutral
7422,留守電聞いた? 時間どおりだ,また彼女にしてくれる?,neutral
7423,また彼女にしてくれる?,もちろんだ,joy
7424,悪いけど今のはアウトよ,そうか?,neutral
